id,shipment_id,send_timestamp,pick_up_point,drop_off_point,source_country,destination_country,freight_cost,gross_weight,shipment_charges,shipment_mode,shipping_company,selected,shipping_time
1492,S342709,01-04-2019 10:32,A,Y,GB,IN,89.7,120,0.9,Ocean,SC1,Y,19.39363
1493,S342732,29-08-2019 11:43,A,Y,GB,IN,87.54,235,0.75,Air,SC3,Y,5.2265
1494,S342738,01-02-2020 13:45,A,Y,GB,IN,93.45,1000,0.75,Air,SC3,Y,5.25961
1495,S343725,15-07-2019 10:44,A,Y,GB,IN,85.7,300,0.9,Ocean,SC1,Y,9.47269
1496,S343726,22-07-2019 15:15,A,Y,GB,IN,85.99,580,1.05,Air,SC2,Y,5.11227
1497,S343735,15-09-2019 21:23,A,Y,GB,IN,87.81,400,0.9,Ocean,SC1,Y,23.91458
1498,S343736,19-10-2019 09:26,A,Y,GB,IN,91.46,366,0.9,Ocean,SC1,Y,8.93437
1499,S343737,06-12-2019 10:50,A,Y,GB,IN,93.75,1346,0.75,Air,SC3,Y,5.36678
1500,S343739,12-05-2020 13:00,A,Y,GB,IN,92.8,278.5,1.05,Air,SC2,Y,5.33507
1501,S344709,01-04-2019 10:36,A,Y,GB,IN,89.7,340,0.9,Ocean,SC1,Y,9.41667
1502,S344738,01-02-2020 13:51,A,Y,GB,IN,93.26,33,0.75,Air,SC3,Y,5.01887
1503,S345738,01-02-2020 15:06,A,Y,GB,IN,93.8,300,1.05,Air,SC2,Y,5.10093
1504,S347736,19-10-2019 14:13,A,Y,GB,IN,91.95,1000,0.75,Air,SC3,Y,5.30278
1505,S347737,06-12-2019 12:33,A,Y,GB,IN,93.8,113,1.05,Air,SC2,Y,5.0338
1506,S347739,13-05-2020 08:49,A,Y,GB,IN,91.75,153.5,1.05,Air,SC2,Y,5.40521
1507,S348707,18-03-2019 10:14,A,Y,GB,IN,90.8,337,1.05,Air,SC2,Y,5.37998
1508,S348724,08-07-2019 15:24,A,Y,GB,IN,85.45,1061,0.9,Ocean,SC1,Y,21.42292
1509,S348737,06-12-2019 12:43,A,Y,GB,IN,92.26,10,0.75,Air,SC3,Y,5.26435
1510,S348738,01-02-2020 21:58,A,Y,GB,IN,93.8,123.5,1.05,Air,SC2,Y,5.23727
1511,S348739,13-05-2020 10:43,A,Y,GB,IN,92.22,69.5,1.05,Air,SC2,Y,5.01933
1512,S349708,25-03-2019 16:55,A,Y,GB,IN,90.09,277,0.75,Air,SC3,Y,5.33681
1513,S349711,12-04-2019 14:24,A,Y,GB,IN,90.63,194,0.75,Air,SC3,Y,5.26597
1514,S349738,01-02-2020 22:20,A,Y,GB,IN,93.85,110,0.75,Air,SC3,Y,5.26481
1515,S349739,13-05-2020 11:25,A,Y,GB,IN,92.51,600,0.75,Air,SC3,Y,5.34745
1516,S350729,09-08-2019 10:20,A,Y,GB,IN,85.42,200,1.05,Air,SC2,Y,5.14711
1517,S350737,06-12-2019 14:39,A,Y,GB,IN,92.91,110,0.9,Ocean,SC1,Y,21.10718
1518,S350738,02-02-2020 00:36,A,Y,GB,IN,93.97,1000,0.75,Air,SC3,Y,5.09317
1519,S350739,13-05-2020 12:32,A,Y,GB,IN,92.84,1092,0.75,Air,SC3,Y,5.13935
1520,S351708,25-03-2019 17:14,A,Y,GB,IN,90.82,237.1,1.05,Air,SC2,Y,5.05822
1521,S351737,06-12-2019 14:41,A,Y,GB,IN,92.91,110,0.9,Ocean,SC1,Y,11.12269
1522,S351738,02-02-2020 08:20,A,Y,GB,IN,93.8,1407,1.05,Air,SC2,Y,5.01192
1523,S351739,13-05-2020 13:00,A,Y,GB,IN,92.31,278.5,1.05,Air,SC2,Y,5.37917
1524,S352705,04-03-2019 12:56,A,Y,GB,IN,93.25,649,0.9,Ocean,SC1,Y,10.39352
1525,S352726,22-07-2019 15:46,A,Y,GB,IN,85.65153717,125,0.75,Air,SC3,Y,5.38796
1526,S352738,02-02-2020 08:22,A,Y,GB,IN,93.8,1005,1.05,Air,SC2,Y,5.0684
1527,S353710,06-04-2019 15:34,A,Y,GB,IN,89.75,205,1.05,Air,SC2,Y,5.12188
1528,S353712,19-04-2019 20:55,A,Y,GB,IN,89.41,700,1.05,Air,SC2,Y,5.18796
1529,S353720,10-06-2019 15:58,A,Y,GB,IN,87.9,605,0.9,Ocean,SC1,Y,21.65544
1530,S353736,19-10-2019 18:54,A,Y,GB,IN,91.8,1093,1.05,Air,SC2,Y,5.41227
1531,S353738,02-02-2020 08:24,A,Y,GB,IN,93.99,1607,0.75,Air,SC3,Y,5.26829
1532,S353739,13-05-2020 21:44,A,Y,GB,IN,91.24,600,0.75,Air,SC3,Y,5.01134
1533,S354708,25-03-2019 17:23,A,Y,GB,IN,90.64,1006,0.75,Air,SC3,Y,5.36701
1534,S354719,04-06-2019 10:34,A,Y,GB,IN,87.65,505,0.75,Air,SC3,Y,5.06771
1535,S354730,15-08-2019 13:47,A,Y,GB,IN,86.65,805,0.75,Air,SC3,Y,5.00347
1536,S354736,20-10-2019 08:43,A,Y,GB,IN,91.77,382.7,0.75,Air,SC3,Y,5.16528
1537,S354737,06-12-2019 16:44,A,Y,GB,IN,93.35,1615,0.9,Ocean,SC1,Y,21.97431
1538,S354738,02-02-2020 12:32,A,Y,GB,IN,93.8,435,1.05,Air,SC2,Y,5.35266
1539,S355708,25-03-2019 17:24,A,Y,GB,IN,90.63613824,200,0.75,Air,SC3,Y,5.23819
1540,S355712,20-04-2019 05:24,A,Y,GB,IN,89.8,184,0.9,Ocean,SC1,Y,7.2544
1541,S355718,29-05-2019 14:46,A,Y,GB,IN,87.45,22.86,0.75,Air,SC3,Y,5.27083
1542,S355736,20-10-2019 08:47,A,Y,GB,IN,91.8,164.01,0.75,Air,SC3,Y,5.0022
1543,S355737,06-12-2019 17:53,A,Y,GB,IN,93.35,901,0.9,Ocean,SC1,Y,12.45185
1544,S355738,02-02-2020 14:23,A,Y,GB,IN,93.8,203.5,1.05,Air,SC2,Y,5.15023
1545,S356703,22-02-2019 16:59,A,Y,GB,IN,92.47,1006,0.75,Air,SC3,Y,5.17188
1546,S356719,04-06-2019 10:39,A,Y,GB,IN,87.2,200,0.9,Ocean,SC1,Y,29.43947
1547,S356725,15-07-2019 11:07,A,Y,GB,IN,85.22,118,0.9,Ocean,SC1,Y,29.63576
1548,S356729,09-08-2019 10:41,A,Y,GB,IN,85.26,185,0.75,Air,SC3,Y,5.27894
1549,S356736,20-10-2019 08:57,A,Y,GB,IN,91.9,1506,0.9,Ocean,SC1,Y,28.73021
1550,S356738,02-02-2020 14:53,A,Y,GB,IN,93.52,2008,0.75,Air,SC3,Y,5.40984
1551,S357736,20-10-2019 10:09,A,Y,GB,IN,91.59,329,0.75,Air,SC3,Y,5.15162
1552,S357737,06-12-2019 18:37,A,Y,GB,IN,93.35,605,0.75,Air,SC3,Y,5.1059
1553,S357738,02-02-2020 17:46,A,Y,GB,IN,93.69,268,1.05,Air,SC2,Y,5.11354
1554,S358705,04-03-2019 13:06,A,Y,GB,IN,93.47,327,0.75,Air,SC3,Y,5.02118
1555,S358713,28-04-2019 13:30,A,Y,GB,IN,90.32,1120,0.75,Air,SC3,Y,5.31088
1556,S358714,03-05-2019 11:13,A,Y,GB,IN,89.97,150,0.75,Air,SC3,Y,5.37002
1557,S358724,08-07-2019 15:38,A,Y,GB,IN,85.7,262.5,0.75,Air,SC3,Y,5.1184
1558,S358736,20-10-2019 10:27,A,Y,GB,IN,91.97,505,0.75,Air,SC3,Y,5.10822
1559,S358738,02-02-2020 17:53,A,Y,GB,IN,93.8,325,1.05,Air,SC2,Y,5.07454
1560,S358739,14-05-2020 11:44,A,Y,GB,IN,91.45,600,0.9,Ocean,SC1,Y,9.89549
1561,S359718,29-05-2019 14:54,A,Y,GB,IN,87.51,208,0.9,Ocean,SC1,Y,21.21389
1562,S359719,04-06-2019 10:51,A,Y,GB,IN,86.75,350,0.75,Air,SC3,Y,5.18715
1563,S359737,06-12-2019 21:44,A,Y,GB,IN,93.88,125,0.75,Air,SC3,Y,5.06007
1564,S359738,02-02-2020 18:05,A,Y,GB,IN,93.8,432,1.05,Air,SC2,Y,5.10046
1565,S360707,18-03-2019 10:35,A,Y,GB,IN,90.5,120,0.9,Ocean,SC1,Y,9.41065
1566,S360732,29-08-2019 12:49,A,Y,GB,IN,87.47189357,1006,1.05,Air,SC2,Y,5.20937
1567,S360737,06-12-2019 21:48,A,Y,GB,IN,93.86,112,0.75,Air,SC3,Y,5.3963
1568,S360739,14-05-2020 13:00,A,Y,GB,IN,91.9,203.5,1.05,Air,SC2,Y,5.37488
1569,S361737,06-12-2019 21:58,A,Y,GB,IN,93.47,125,1.05,Air,SC2,Y,5.16238
1570,S362703,22-02-2019 17:09,A,Y,GB,IN,91.86,220,0.9,Ocean,SC1,Y,22.15255
1571,S362714,03-05-2019 11:16,A,Y,GB,IN,89.5,120,0.9,Ocean,SC1,Y,9.69618
1572,S362733,03-09-2019 19:06,A,Y,GB,IN,87.71,293,1.05,Air,SC2,Y,5.09294
1573,S362735,16-09-2019 09:28,A,Y,GB,IN,88.62,400,0.75,Air,SC3,Y,5.40475
1574,S362736,20-10-2019 12:22,A,Y,GB,IN,91.9,555,0.9,Ocean,SC1,Y,10.15868
1575,S362737,06-12-2019 22:05,A,Y,GB,IN,93.88,113,0.75,Air,SC3,Y,5.41146
1576,S362738,02-02-2020 20:45,A,Y,GB,IN,93.63,138.5,0.75,Air,SC3,Y,5.26806
1577,S362739,14-05-2020 14:40,A,Y,GB,IN,91.9,332,1.05,Air,SC2,Y,5.40972
1578,S363713,28-04-2019 13:58,A,Y,GB,IN,90.38,255,1.05,Air,SC2,Y,5.38657
1579,S363714,03-05-2019 11:21,A,Y,GB,IN,89.31,168.5,0.75,Air,SC3,Y,5.07257
1580,S363736,20-10-2019 15:03,A,Y,GB,IN,91.9,651.2,0.9,Ocean,SC1,Y,11.27164
1581,S363737,06-12-2019 22:22,A,Y,GB,IN,93.67,219.3,0.75,Air,SC3,Y,5.25637
1582,S364708,25-03-2019 19:59,A,Y,GB,IN,90.81,1000,1.05,Air,SC2,Y,5.30475
1583,S364723,02-07-2019 13:35,A,Y,GB,IN,86.89,1306,0.75,Air,SC3,Y,5.21262
1584,S364727,30-07-2019 11:08,A,Y,GB,IN,83.89,2300,0.9,Ocean,SC1,Y,29.64468
1585,S364737,07-12-2019 05:27,A,Y,GB,IN,92.96,537.88,0.9,Ocean,SC1,Y,7.27199
1586,S365705,04-03-2019 13:39,A,Y,GB,IN,93.64,297,0.75,Air,SC3,Y,5.05197
1587,S365707,18-03-2019 10:52,A,Y,GB,IN,90.5,205,0.9,Ocean,SC1,Y,29.53275
1588,S365708,25-03-2019 22:42,A,Y,GB,IN,90.27,700,0.75,Air,SC3,Y,5.12986
1589,S365733,03-09-2019 22:32,A,Y,GB,IN,87.47,355,1.05,Air,SC2,Y,5.21829
1590,S365737,07-12-2019 05:56,A,Y,GB,IN,93.35,555,0.9,Ocean,SC1,Y,27.47824
1591,S365738,03-02-2020 01:09,A,Y,GB,IN,93.8,1681,1.05,Air,SC2,Y,5.24838
1592,S365739,14-05-2020 21:14,A,Y,GB,IN,91.9,550,0.9,Ocean,SC1,Y,13.85127
1593,S366710,06-04-2019 17:29,A,Y,GB,IN,89.75,455,0.9,Ocean,SC1,Y,12.2912
1594,S366733,03-09-2019 22:36,A,Y,GB,IN,87.66,125,0.75,Air,SC3,Y,5.02951
1595,S366737,07-12-2019 07:49,A,Y,GB,IN,93.49,2008,0.75,Air,SC3,Y,5.06007
1596,S367706,10-03-2019 16:39,A,Y,GB,IN,90.75,405,0.9,Ocean,SC1,Y,31.94271
1597,S367708,26-03-2019 02:15,A,Y,GB,IN,90.5,555,0.9,Ocean,SC1,Y,15.94178
1598,S367710,06-04-2019 18:28,A,Y,GB,IN,89.75,205,0.9,Ocean,SC1,Y,12.69919
1599,S367729,09-08-2019 11:10,A,Y,GB,IN,85.17,263.6,0.75,Air,SC3,Y,5.32245
1600,S367733,03-09-2019 22:36,A,Y,GB,IN,87.36,132,0.75,Air,SC3,Y,5.26759
1601,S367736,20-10-2019 21:30,A,Y,GB,IN,91.46,275,0.9,Ocean,SC1,Y,13.96505
1602,S367737,07-12-2019 08:36,A,Y,GB,IN,93.57,330,1.05,Air,SC2,Y,5.14884
1603,S367739,15-05-2020 09:19,A,Y,GB,IN,91.45,1005,1.05,Air,SC2,Y,5.02384
1604,S368706,10-03-2019 21:57,A,Y,GB,IN,90.4,167,0.75,Air,SC3,Y,5.31806
1605,S368708,26-03-2019 06:09,A,Y,GB,IN,90.83,1006,0.75,Air,SC3,Y,5.03495
1606,S368710,06-04-2019 19:01,A,Y,GB,IN,89.75,1006,0.9,Ocean,SC1,Y,12.92604
1607,S368733,03-09-2019 22:37,A,Y,GB,IN,86.56,232,0.9,Ocean,SC1,Y,34.42801
1608,S368737,07-12-2019 11:30,A,Y,GB,IN,93.35,115,0.9,Ocean,SC1,Y,19.79317
1609,S368738,03-02-2020 08:54,A,Y,GB,IN,93.11,540,0.75,Air,SC3,Y,5.12581
1610,S368739,15-05-2020 09:55,A,Y,GB,IN,91.5,505,1.05,Air,SC2,Y,5.37025
1611,S369710,06-04-2019 19:10,A,Y,GB,IN,89.75,1006,0.9,Ocean,SC1,Y,12.98692
1612,S369718,29-05-2019 15:47,A,Y,GB,IN,87.95,295,0.9,Ocean,SC1,Y,31.5765
1613,S369728,04-08-2019 18:08,A,Y,GB,IN,84.35,2008,0.75,Air,SC3,Y,5.22604
1614,S369733,03-09-2019 23:11,A,Y,GB,IN,86.65,1000,0.9,Ocean,SC1,Y,14.66528
1615,S369736,20-10-2019 22:04,A,Y,GB,IN,91.9,1000,1.05,Air,SC2,Y,5.01875
1616,S369739,15-05-2020 10:25,A,Y,GB,IN,91.5,552,1.05,Air,SC2,Y,5.42037
1617,S370706,10-03-2019 22:15,A,Y,GB,IN,90.75,1661,0.9,Ocean,SC1,Y,34.275
1618,S370707,18-03-2019 11:07,A,Y,GB,IN,90.93,150,0.9,Ocean,SC1,Y,29.636
1619,S370728,04-08-2019 18:20,A,Y,GB,IN,84.5,1381,0.75,Air,SC3,Y,5.41956
1620,S370733,04-09-2019 03:47,A,Y,GB,IN,87.39,931,0.75,Air,SC3,Y,5.03426
1621,S370736,20-10-2019 22:05,A,Y,GB,IN,91.46,220,0.9,Ocean,SC1,Y,34.20324
1622,S370737,07-12-2019 11:42,A,Y,GB,IN,93.64,114,0.75,Air,SC3,Y,5.30463
1623,S370739,15-05-2020 10:29,A,Y,GB,IN,91.86,388,1.05,Air,SC2,Y,5.10799
1624,S371706,10-03-2019 22:20,A,Y,GB,IN,90.75,1661,0.9,Ocean,SC1,Y,34.30856
1625,S371708,26-03-2019 08:36,A,Y,GB,IN,89.9281,190,0.9,Ocean,SC1,Y,18.58785
1626,S371710,07-04-2019 01:09,A,Y,GB,IN,89.75,207,1.05,Air,SC2,Y,5.25926
1627,S371728,05-08-2019 07:04,A,Y,GB,IN,85.83,1206,0.9,Ocean,SC1,Y,7.9485
1628,S371733,04-09-2019 07:21,A,Y,GB,IN,86.7582,856,0.9,Ocean,SC1,Y,18.06412
1629,S371738,03-02-2020 09:41,A,Y,GB,IN,92.74,65,0.75,Air,SC3,Y,5.23345
1630,S372706,10-03-2019 22:34,A,Y,GB,IN,90.75,1661,0.9,Ocean,SC1,Y,14.40833
1631,S372710,07-04-2019 07:20,A,Y,GB,IN,89.75,177.7,0.9,Ocean,SC1,Y,28.06088
1632,S372722,26-06-2019 00:14,A,Y,GB,IN,87.65,73.5,0.9,Ocean,SC1,Y,15.10301
1633,S372733,04-09-2019 07:25,A,Y,GB,IN,86.7582,120.3,0.9,Ocean,SC1,Y,8.09132
1634,S372734,09-09-2019 12:54,A,Y,GB,IN,88.24,1506,0.9,Ocean,SC1,Y,10.38067
1635,S372736,21-10-2019 04:43,A,Y,GB,IN,91.9,155,0.9,Ocean,SC1,Y,16.97095
1636,S372738,03-02-2020 09:51,A,Y,GB,IN,93.82,111.5,1.05,Air,SC2,Y,5.11215
1637,S373706,11-03-2019 05:45,A,Y,GB,IN,90.79,170,0.75,Air,SC3,Y,5.00775
1638,S373735,16-09-2019 10:03,A,Y,GB,IN,88.65,1998,0.9,Ocean,SC1,Y,19.18843
1639,S373737,07-12-2019 12:23,A,Y,GB,IN,92.91,430.53,0.9,Ocean,SC1,Y,30.1625
1640,S373739,16-05-2020 11:14,A,Y,GB,IN,90.9,203.5,1.05,Air,SC2,Y,5.40683
1641,S374706,11-03-2019 07:33,A,Y,GB,IN,90.64,355,0.75,Air,SC3,Y,5.00417
1642,S374733,04-09-2019 08:04,A,Y,GB,IN,87.52,105,0.9,Ocean,SC1,Y,28.36273
1643,S374735,16-09-2019 10:05,A,Y,GB,IN,88.65,1000,0.9,Ocean,SC1,Y,9.20718
1644,S374739,16-05-2020 13:18,A,Y,GB,IN,90.9,153.5,1.05,Air,SC2,Y,5.19954
1645,S375703,23-02-2019 01:27,A,Y,GB,IN,92.3,136,0.9,Ocean,SC1,Y,5.6088
1646,S375706,11-03-2019 08:27,A,Y,GB,IN,90.4899,227.5,0.9,Ocean,SC1,Y,28.52581
1647,S375708,26-03-2019 09:42,A,Y,GB,IN,90.6,340,0.75,Air,SC3,Y,5.36898
1648,S375737,07-12-2019 12:53,A,Y,GB,IN,93.8,1000,0.75,Air,SC3,Y,5.07222
1649,S375738,03-02-2020 11:51,A,Y,GB,IN,92.52,425,0.75,Air,SC3,Y,5.11111
1650,S375739,16-05-2020 13:48,A,Y,GB,IN,90.9,118.5,1.05,Air,SC2,Y,5.39606
1651,S376703,23-02-2019 06:17,A,Y,GB,IN,92.3,655,1.05,Air,SC2,Y,5.40648
1652,S376708,26-03-2019 09:43,A,Y,GB,IN,90.48,1056,1.05,Air,SC2,Y,5.00602
1653,S376713,28-04-2019 18:52,A,Y,GB,IN,90.04,1006,0.75,Air,SC3,Y,5.41771
1654,S376738,03-02-2020 11:55,A,Y,GB,IN,92.31,100,0.75,Air,SC3,Y,5.1213
1655,S377708,26-03-2019 09:45,A,Y,GB,IN,90.3,615,0.9,Ocean,SC1,Y,19.0625
1656,S377713,28-04-2019 20:51,A,Y,GB,IN,90.02,227.2,0.75,Air,SC3,Y,5.10613
1657,S377719,04-06-2019 12:12,A,Y,GB,IN,86.81,500,0.9,Ocean,SC1,Y,30.08646
1658,S377720,10-06-2019 17:44,A,Y,GB,IN,87.9,871,0.9,Ocean,SC1,Y,22.39572
1659,S377734,09-09-2019 13:11,A,Y,GB,IN,88.2,141.5,0.75,Air,SC3,Y,5.02512
1660,S377737,07-12-2019 13:47,A,Y,GB,IN,92.91,150,0.9,Ocean,SC1,Y,30.74398
1661,S378708,26-03-2019 09:46,A,Y,GB,IN,90.88137359,285,0.75,Air,SC3,Y,5.09572
1662,S378713,28-04-2019 21:20,A,Y,GB,IN,90.39,255,1.05,Air,SC2,Y,5.30208
1663,S378720,10-06-2019 18:22,A,Y,GB,IN,87.94,300,1.05,Air,SC2,Y,5.35926
1664,S378736,21-10-2019 11:01,A,Y,GB,IN,91.56,320,0.9,Ocean,SC1,Y,29.59537
1665,S378739,17-05-2020 12:02,A,Y,GB,IN,90.9,103.5,0.75,Air,SC3,Y,5.01632
1666,S379713,28-04-2019 22:10,A,Y,GB,IN,90.51,1006,0.75,Air,SC3,Y,5.42234
1667,S379720,10-06-2019 20:00,A,Y,GB,IN,87.41,150,0.75,Air,SC3,Y,5.03889
1668,S379721,18-06-2019 12:11,A,Y,GB,IN,87.44,155,0.75,Air,SC3,Y,5.025
1669,S379736,21-10-2019 11:45,A,Y,GB,IN,91.64,1500,0.75,Air,SC3,Y,5.32292
1670,S380704,28-02-2019 11:26,A,Y,GB,IN,94.94,220,0.75,Air,SC3,Y,5.07616
1671,S380708,26-03-2019 09:46,A,Y,GB,IN,90.68,405,1.05,Air,SC2,Y,5.33773
1672,S380713,29-04-2019 05:28,A,Y,GB,IN,89.86,250,0.75,Air,SC3,Y,5.24456
1673,S380720,10-06-2019 21:21,A,Y,GB,IN,87.9,2008,0.75,Air,SC3,Y,5.22419
1674,S380726,22-07-2019 17:08,A,Y,GB,IN,85.82,300,0.75,Air,SC3,Y,5.35174
1675,S380736,21-10-2019 12:47,A,Y,GB,IN,92.84,600,1.05,Air,SC2,Y,5.19954
1676,S380738,03-02-2020 15:14,A,Y,GB,IN,92.85,600,1.05,Air,SC2,Y,5.15613
1677,S380739,17-05-2020 20:01,A,Y,GB,IN,90.9,233.5,0.75,Air,SC3,Y,5.23148
1678,S381713,29-04-2019 07:49,A,Y,GB,IN,89.3273,150,0.9,Ocean,SC1,Y,28.25822
1679,S381715,08-05-2019 15:48,A,Y,GB,IN,89.91,115,0.75,Air,SC3,Y,5.21829
1680,S381718,29-05-2019 16:32,A,Y,GB,IN,87.95,1006,0.9,Ocean,SC1,Y,11.8956
1681,S381720,10-06-2019 21:28,A,Y,GB,IN,87.9,1146,1.05,Air,SC2,Y,5.36632
1682,S381726,22-07-2019 19:43,A,Y,GB,IN,85.55,1275,0.9,Ocean,SC1,Y,33.22176
1683,S381737,07-12-2019 15:57,A,Y,GB,IN,93.55,1453,0.75,Air,SC3,Y,5.30729
1684,S381738,03-02-2020 15:28,A,Y,GB,IN,92.85,1005,1.05,Air,SC2,Y,5.34306
1685,S382709,01-04-2019 12:12,A,Y,GB,IN,90.38,305,0.75,Air,SC3,Y,5.15567
1686,S382717,21-05-2019 14:27,A,Y,GB,IN,88.4,800,0.9,Ocean,SC1,Y,21.02083
1687,S382718,29-05-2019 16:33,A,Y,GB,IN,87.95,305,1.05,Air,SC2,Y,5.34375
1688,S382720,10-06-2019 21:29,A,Y,GB,IN,87.68,40,0.75,Air,SC3,Y,5.02269
1689,S382739,17-05-2020 22:01,A,Y,GB,IN,90.97,223.53,0.75,Air,SC3,Y,5.33773
1690,S383715,08-05-2019 15:54,A,Y,GB,IN,89.8144,56,0.9,Ocean,SC1,Y,21.63125
1691,S383718,29-05-2019 16:39,A,Y,GB,IN,87.95,906,0.9,Ocean,SC1,Y,11.9412
1692,S383726,22-07-2019 20:54,A,Y,GB,IN,85.33,235,0.75,Air,SC3,Y,5.34907
1693,S383737,07-12-2019 16:46,A,Y,GB,IN,93.56,2008,0.75,Air,SC3,Y,5.33889
1694,S383738,03-02-2020 17:57,A,Y,GB,IN,91.86,500,1.05,Air,SC2,Y,5.0044
1695,S383739,18-05-2020 10:01,A,Y,GB,IN,91.35,553,1.05,Air,SC2,Y,5.34259
1696,S384718,29-05-2019 16:40,A,Y,GB,IN,87.95,1006,0.9,Ocean,SC1,Y,11.94919
1697,S384720,11-06-2019 02:32,A,Y,GB,IN,87.16654525,30,0.9,Ocean,SC1,Y,6.05694
1698,S384726,23-07-2019 05:57,A,Y,GB,IN,85.78,471,1.05,Air,SC2,Y,5.08345
1699,S384728,05-08-2019 09:04,A,Y,GB,IN,84.9959,500,0.9,Ocean,SC1,Y,8.77975
1700,S384736,21-10-2019 13:28,A,Y,GB,IN,92.1,2008,1.05,Air,SC2,Y,5.19826
1701,S385720,11-06-2019 04:48,A,Y,GB,IN,87.21,100,0.75,Air,SC3,Y,5.20694
1702,S385726,23-07-2019 06:03,A,Y,GB,IN,85.49,900,0.75,Air,SC3,Y,5.17847
1703,S385738,03-02-2020 21:18,A,Y,GB,IN,92.63,109.5,1.05,Air,SC2,Y,5.24225
1704,S385739,18-05-2020 11:41,A,Y,GB,IN,91.5,360,0.75,Air,SC3,Y,5.29329
1705,S386708,26-03-2019 10:04,A,Y,GB,IN,90.94,1670,0.75,Air,SC3,Y,5.375
1706,S386724,08-07-2019 22:41,A,Y,GB,IN,85.45,300,0.9,Ocean,SC1,Y,34.45174
1707,S386733,04-09-2019 08:58,A,Y,GB,IN,87.69,1506,0.75,Air,SC3,Y,5.34711
1708,S386737,07-12-2019 23:36,A,Y,GB,IN,93,2151,0.9,Ocean,SC1,Y,14.83449
1709,S387736,21-10-2019 14:59,A,Y,GB,IN,92.32852626,1420,0.75,Air,SC3,Y,5.21528
1710,S387737,08-12-2019 05:36,A,Y,GB,IN,93.21106542,1006,0.75,Air,SC3,Y,5.02755
1711,S387739,18-05-2020 12:48,A,Y,GB,IN,91.35,80.13,0.75,Air,SC3,Y,5.21007
1712,S388705,04-03-2019 14:40,A,Y,GB,IN,93.25586828,700,1.05,Air,SC2,Y,5.25961
1713,S388712,20-04-2019 11:03,A,Y,GB,IN,89.16461921,560,0.75,Air,SC3,Y,5.15278
1714,S388722,26-06-2019 09:18,A,Y,GB,IN,87.3,355,0.9,Ocean,SC1,Y,18.875
1715,S388732,29-08-2019 13:51,A,Y,GB,IN,87.3,806,0.9,Ocean,SC1,Y,10.7772
1716,S388732,29-08-2019 13:51,A,Y,GB,IN,87.61164991,806,0.75,Air,SC3,Y,5.11007
1717,S388737,08-12-2019 06:41,A,Y,GB,IN,92.77962672,216,0.75,Air,SC3,Y,5.39248
1718,S389737,08-12-2019 09:27,A,Y,GB,IN,93.35,870,0.9,Ocean,SC1,Y,8.94201
1719,S389739,18-05-2020 15:23,A,Y,GB,IN,91.32140212,1100,0.75,Air,SC3,Y,5.08032
1720,S390737,08-12-2019 09:32,A,Y,GB,IN,93.35,870,0.9,Ocean,SC1,Y,28.97477
1721,S390739,19-05-2020 12:17,A,Y,GB,IN,92,1963.5,1.05,Air,SC2,Y,5.35637
1722,S390739,19-05-2020 12:17,A,Y,GB,IN,92.33029933,1963.5,1.05,Air,SC2,Y,5.07824
1723,S391710,07-04-2019 11:19,A,Y,GB,IN,89.55334205,405,1.05,Air,SC2,Y,5.07407
1724,S391726,23-07-2019 08:39,A,Y,GB,IN,85.35,205,0.9,Ocean,SC1,Y,8.61053
1725,S391726,23-07-2019 08:39,A,Y,GB,IN,85.06729744,205,1.05,Air,SC2,Y,5.33391
1726,S391739,19-05-2020 20:02,A,Y,GB,IN,92,278.5,1.05,Air,SC2,Y,5.39282
1727,S392732,29-08-2019 14:06,A,Y,GB,IN,87.3,505,0.9,Ocean,SC1,Y,20.8816
1728,S392736,21-10-2019 17:37,A,Y,GB,IN,92.19692,605,0.75,Air,SC3,Y,5.20231
1729,S393706,11-03-2019 10:05,A,Y,GB,IN,90.45,205,0.9,Ocean,SC1,Y,9.20579
1730,S393708,26-03-2019 10:22,A,Y,GB,IN,90.3,1500,0.9,Ocean,SC1,Y,29.32234
1731,S393716,14-05-2019 10:57,A,Y,GB,IN,90.6,1506,0.9,Ocean,SC1,Y,19.56829
1732,S393716,14-05-2019 10:57,A,Y,GB,IN,90.14335997,1506,0.75,Air,SC3,Y,5.37431
1733,S393736,21-10-2019 18:54,A,Y,GB,IN,92,548.5,0.9,Ocean,SC1,Y,32.87708
1734,S394708,26-03-2019 10:23,A,Y,GB,IN,90.3,1456,0.9,Ocean,SC1,Y,19.33264
1735,S394708,26-03-2019 10:23,A,Y,GB,IN,90.15066156,1456,1.05,Air,SC2,Y,5.05845
1736,S394736,21-10-2019 19:00,A,Y,GB,IN,91.14,2185,1.05,Air,SC2,Y,5.36667
1737,S394737,08-12-2019 14:11,A,Y,GB,IN,92.96,800,0.9,Ocean,SC1,Y,10.91458
1738,S394738,04-02-2020 14:37,A,Y,GB,IN,92.4,765,1.05,Air,SC2,Y,5.1713
1739,S394739,20-05-2020 23:37,A,Y,GB,IN,92.25,120,0.9,Ocean,SC1,Y,24.84282
1740,S395712,20-04-2019 11:13,A,Y,GB,IN,89.41,560,0.9,Ocean,SC1,Y,9.67384
1741,S395718,29-05-2019 20:49,A,Y,GB,IN,87.86,200,1.05,Air,SC2,Y,5.06921
1742,S395733,04-09-2019 09:16,A,Y,GB,IN,86.7,1592.6,1.05,Air,SC2,Y,5.35451
